Fall,2013,OHALLARON D.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,72,126,0.57,14.9,4.62,4.56,4.65,4.56,4.68,4.58,4.72,4.5,4.66
Fall,2013,KESDEN G.,CS,15213,INTR CMPUTER SYSTEMS,2,Lect,41,68,0.60,12.6,4.5,4.63,4.52,4.17,4.58,4.4,3.9,4.47,4.5
Fall,2013,Bryant R.,CS,15213,INTR CMPUTER SYSTEMS,2,Lect,41,68,0.60,14,4.6,4.6,4.6,4.53,4.6,4.6,4.6,4.6,4.6
Fall,2013,OHALLARON D.,CS,15213,INTR CMPUTER SYSTEMS,2,Lect,41,68,0.60,14.38,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
Summer,2012,GREGORY KESDEN,CS,15213,INTR CMPUTER SYSTEMS,M,Lect,8,44,0.18,12.13,3.63,3.88,4.13,2.75,4.13,3.5,3.14,3.63,3.57
Summer,2012,GREGORY KESDEN,CS,15213,INTR CMPUTER SYSTEMS,W,Lect,2,2,1.00,14,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Spring,2012,MOWRY T.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,46,119,0.39,11.53,4.18,4.5,4.48,3.72,4.41,4.46,4.59,4.35,4.48
Spring,2012,ROWE A.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,46,119,0.39,11.54,4.4,4.6,4.58,3.9,4.6,4.7,4.72,4.65,4.54
Fall,2012,GANGER G.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,73,133,0.55,11.65,4.31,4.33,4.44,4.04,4.33,4.28,4.47,4.25,4.4
Fall,2012,OHALLARON D.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,73,133,0.55,11.39,4.4,4.37,4.44,4.25,4.45,4.35,4.53,4.38,4.53
Fall,2012,GREGORY KESDEN,CS,15213,INTR CMPUTER SYSTEMS,2,Lect,51,81,0.63,10.82,4.45,4.42,4.41,3.94,4.5,4.58,4.1,4.34,4.52
Fall,2012,KHALED HARRAS,CS,15213,INTR CMPUTER SYSTEMS,3,Lect,10,14,0.71,13.33,4.6,4.3,4.3,4.5,4.3,4.4,4.3,4.5,4.3
Fall,2011,GANGER G.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,69,151,0.46,11.96,4.25,4.32,4.36,3.83,4.45,4.29,4.59,4.13,4.38
Fall,2011,OHALLARON D.,CS,15213,INTR CMPUTER SYSTEMS,1,Lect,69,151,0.46,11.95,4.35,4.43,4.42,3.98,4.42,4.15,4.62,3.97,4.4
Fall,2011,GREGORY KESDEN,CS,15213,INTR CMPUTER SYSTEMS,2,Lect,43,70,0.61,12.12,4.3,4.28,4.35,4.09,4.49,4.42,4.28,4.35,4.52
Fall,2011,KHALED HARRAS,CS,15213,INTR CMPUTER SYSTEMS,3,Lect,14,16,0.88,11.21,4.79,4.64,4.93,4.57,4.57,4.57,4.57,4.71,4.71
